R.gauss,G.gauss,B.gauss,x,y
0.0890138173292168,-0.106626978198473,-1.96039148835634,73.998658,380.681486
1.00751716406563,-0.272529664459842,-0.923696498564941,172.258523,200.430443
0.0037561950583956,-0.656521697761549,0.432559709397495,338.757817,187.338515
-0.508092305133422,-0.916050593198315,0.531020468249798,503.758477,152.06489
-0.672133829817328,-0.742899617105447,0.659631227722116,436.231265,192.607152
0.327543637863934,-1.85262543694045,0.0162775257592468,259.207374,71.2719020000002
0.539690359656064,-0.116706161982469,-0.974778126015119,145.860759,247.883543
0.152083752047593,1.64533813413102,-0.583672667898502,286.240132,370.316143
-2.36598819083229,-0.391666432600858,-0.226029056577955,441.969686,464.259253
0.141958371778012,-0.628814464239987,-2.17048623927378,74.245071,214.685078
0.838769976690004,-0.33813064840203,-1.36635306815929,211.722629,221.139195
-1.36001185053937,0.707074020769574,2.03393606655888,428.561899,306.935145
1.92726948876868,1.20095094720313,-0.67527588900212,206.334072,345.593848
-0.081474083060691,0.604585346583237,0.0613895795169814,324.846877,254.818583
0.485428207472053,-1.19581635594011,0.141958371778012,285.162971,114.257453
0.443584993383799,1.76287201506288,-1.46890653510976,261.056015,359.38475
-0.0037561950583956,-1.0413733681464,0.49389742761052,372.352185,113.462671
1.37274970937914,0.335480387017742,-0.560080434227546,205.328183,279.490372
-0.259557924908607,1.60774011966837,-0.177467922852816,321.771796,322.682806
0.18510477917444,-0.438065695108774,-1.82545717583174,80.964942,245.342103
-1.65511043824015,0.563012204451115,0.319627468170533,413.271711,382.314047
-1.39891604050989,0.982864106164351,0.634929301696065,388.588395,348.573443
0.817598623862384,1.38571428054967,-1.68541728067125,240.866754,343.064987
-0.421586758124792,-0.622723049120314,0.752836031949848,378.715872,200.61726
0.251795932819487,1.48379943196366,-0.251795932819487,300.475783,280.754217
-1.45433249371731,0.121750139366671,1.3474909138679,495.174722,287.413509
0.468592919412335,1.5809646796499,-0.510943515328731,283.819174,292.933687
-0.0488498424363625,-1.24322152245147,0.348755695517045,384.931422,102.424067
-0.202966982547062,-0.856704181874433,0.61060888156722,369.698947,176.877151
-1.8812342547096,0.37549453871254,0.694270659506794,479.971201,382.253927
0.563012204451115,-1.25414251464285,-0.0664080679950095,287.625235,172.346036
1.39228482857606,0.316993214172097,-0.586644398654987,262.244749,248.036256
-0.280334636977082,1.4400609712286,-0.0363177823487055,328.683741,304.874506
-1.31707887331116,1.06757052387814,0.641067972731549,384.083753,343.650818
-2.09733380936837,-0.081474083060691,0.241470072230908,570.168782,347.992254
0.999231999862867,0.152083752047593,-0.598583668378363,195.159918,266.57534
-0.697460764393524,-0.298613760051269,1.2165480365286,454.223363,222.353547
0.528139383908199,-0.131847525037031,-0.129321958316068,294.441804,215.586527
-0.18510477917444,1.25414251464285,0.013773118272557,327.263045,286.314607
1.62625178541637,0.449117837709448,-0.769564210930266,230.301803,279.427644
0.574788174455178,0.251795932819487,-0.548401009532195,140.51705,307.567464
0.465800033158564,-0.421586758124792,-1.61692669223222,129.480351,211.650749
0.309103552083997,-0.923696498564941,0.367445532417981,306.327784,125.548537
0.405221523481836,1.08545027044417,-0.354082944779782,290.611563,272.620678
0.41339030127748,-2.36598819083229,-0.154617494654456,238.202993,74.4988749999998
2.36598819083229,-1.49137093024321,-0.451889413528889,215.036025,130.496587
-0.56889032813667,-1.35372485367826,0.330186904397919,424.015192,175.712112
