R,G,B,x,y
0.4,0.49,0.6,335.15,230.89
0.14,0.46,0.84,479.39,255.95
0.26,0.81,0.28,326.52,341.83
0.34,0.77,0.43,329.89,281.97
0.88,0.64,0.12,211.5,291.71
0.56,0.16,0.05,69.61,170.75
0.12,0.67,0.87,415.95,288.8
0.13,0.69,0.73,365.24,276.2
0.87,0.6,0.11,223.42,279.38
0.13,0.37,0.81,403.44,236.7
0.9,0.73,0.12,209.34,316.33
0.56,0.81,0.26,308.74,283.01
0.17,0.21,0.71,402.85,206.98
0.12,0.72,0.85,412.34,304.08
0.82,0.77,0.11,272.91,284.82
0.27,0.14,0.63,392.59,171.77
0.12,0.76,0.8,394.43,315.1
0.89,0.13,0.12,206.5,125.61
0.83,0.39,0.1,197.87,237.7
0.45,0.18,0.64,346.02,181.45
0.68,0.06,0.11,166.21,43.03
0.64,0.17,0.63,305.14,81.85
0.85,0.16,0.13,259.84,186.78
0.87,0.65,0.13,180.12,307.61
0.65,0.15,0.06,89.51,129.35
0.87,0.62,0.11,244.42,270.3
0.47,0.8,0.15,298.37,375.92
0.1,0.68,0.69,420.78,364.49
0.32,0.17,0.67,373.63,182.48
0.85,0.15,0.1,249.59,183.92
0.86,0.53,0.11,251.69,248.8
0.34,0.16,0.67,492.47,90.39
0.74,0.4,0.1,129.66,267.42
0.41,0.14,0.64,374.38,148.08
0.79,0.81,0.07,255.67,340.19
0.86,0.13,0.09,244.79,179.12
0.39,0.64,0.5,329.81,251.95
0.13,0.55,0.79,374.49,255.04
0.12,0.71,0.86,418.38,305.9
0.38,0.15,0.65,370.16,164.54
0.55,0.41,0.53,323.74,218.39
0.82,0.58,0.13,155.39,302.5
0.82,0.25,0.23,282.86,199.97
0.17,0.35,0.76,377.94,228.35
0.88,0.62,0.11,224.57,283.82
0.13,0.74,0.64,363.14,300.92
0.09,0.49,0.75,524.87,316.46
0.12,0.41,0.77,514.12,265.16
0.17,0.21,0.71,402.05,205.57
0.88,0.78,0.11,214.62,344.68
0.6,0.17,0.66,327.39,115.73
0.17,0.21,0.72,462.22,192.92
0.84,0.68,0.13,273.85,259.67
0.85,0.49,0.1,229.26,255.34
0.7,0.3,0.08,118.71,241.61
0.2,0.73,0.57,347.5,284.91
0.46,0.22,0.65,342.8,190.88
0.64,0.08,0.3,240.9,50.06
0.84,0.67,0.13,273.76,258.16
0.7,0.84,0.1,280.88,319.38
0.1,0.65,0.59,415.66,385.53
0.1,0.66,0.78,435.55,342.64
0.11,0.47,0.79,508.47,287.65
0.62,0.5,0.4,312.09,229.18
0,0,0,411.76,-31.63
0.88,0.7,0.1,247.42,285.1
0.71,0.81,0.14,290.13,288.12
0.52,0.84,0.12,293.88,348.73
0.83,0.35,0.1,182.76,220.05
0.87,0.77,0.09,248.75,307.79
0.4,0.36,0.66,342.27,215.27
0.12,0.52,0.84,396.45,256.82
0.43,0.13,0.59,389.19,89.14
0.36,0.15,0.65,374.51,166
0.11,0.73,0.63,390.83,361.77
0.43,0.23,0.66,345.72,194.79
0.88,0.67,0.1,247.89,278.77
0.04,0.45,0.24,390.72,436.41
0.16,0.21,0.71,405.37,207.11
0.69,0.26,0.07,110.88,224.56
0.16,0.2,0.64,522.4,182.27
0.46,0.54,0.52,327.91,235.45
0.13,0.45,0.85,453.24,253.47
0.81,0.61,0.11,149.18,336.82
0.63,0.7,0.08,243.3,412.55
0.67,0.84,0.14,291.35,302.85
0.76,0.36,0.31,297.14,212.39
0.44,0.13,0.59,388.09,91.89
0.87,0.62,0.11,237.01,274.94
0.85,0.5,0.1,217.05,263.55
0.59,0.58,0.07,191.17,432.99
0.75,0.13,0.08,121.61,93.08
0.75,0.63,0.22,293.6,244.71
0.27,0.13,0.61,398.67,162.56
0.22,0.73,0.57,345.34,281.53
0.57,0.17,0.66,337.06,122.28
0.12,0.48,0.84,402.8,251.1
0.58,0.73,0.3,309.7,261.79
0.35,0.2,0.69,362.15,189.39
0.8,0.59,0.18,284.83,240.68
0.24,0.8,0.3,329.39,340.88
0.12,0.77,0.56,365.48,348.09
0.44,0.83,0.2,310.91,316.75
0.57,0.83,0.23,306.08,289.63
0.39,0.15,0.64,371.09,159.87
0.12,0.6,0.86,402.22,268.37
0.11,0.73,0.68,401.07,356.27
0.17,0.2,0.7,458.35,188.84
0.12,0.77,0.57,363.97,333.85
0.18,0.25,0.73,387.92,214.15
0.88,0.68,0.1,246.08,281.71
0.36,0.26,0.7,355.15,202.6
0.84,0.11,0.29,267.25,146.83
0.83,0.33,0.1,172.37,212.18
0.33,0.31,0.71,354.78,211.67
0.17,0.18,0.68,411.56,198.13
0.12,0.66,0.86,399.8,278.26
0.19,0.79,0.38,338.89,336.58
0.86,0.39,0.11,257.25,225.78
0.75,0.77,0.09,235.51,390.36
0.15,0.36,0.82,446.18,233.09
0.53,0.27,0.07,64.68,264.67
0.87,0.69,0.13,181.97,322.51
0.51,0.76,0.32,314.55,269.55
0.11,0.72,0.8,388.34,295.73
0.42,0.22,0.67,348.39,191.47
0.78,0.41,0.1,147.01,254.66
0.33,0.16,0.68,496.03,102.58
0.88,0.26,0.11,162.52,152.68
0.84,0.28,0.19,277.61,205.57
0.74,0.26,0.08,124.37,205.81
0.12,0.66,0.84,394.46,277.35
0.89,0.77,0.12,204.14,339.33
0.82,0.6,0.12,151.04,323.28
0.28,0.5,0.68,348.17,237.7
0.13,0.4,0.8,392.16,238.2
0.1,0.68,0.73,425.8,355.33
0.84,0.34,0.09,220.08,228.01
0.65,0.78,0.1,267.37,388.94
0.78,0.34,0.09,147.04,227.82
0.84,0.3,0.09,220.36,220.5
0.39,0.25,0.69,351.7,198.29
0.17,0.31,0.75,380.7,222.59
0.35,0.56,0.59,337.24,242.5
0.51,0.18,0.61,335.21,181.19
0.09,0.56,0.78,502.87,333.13
0.15,0.37,0.78,382.59,232.83
0.63,0.16,0.52,316.14,174.98
0.18,0.21,0.71,484.2,186.03
0.55,0.17,0.66,345.26,97.02
0.19,0.78,0.49,345.6,308.87
0.79,0.13,0.46,280.76,127.14
0.87,0.17,0.08,218.41,174.33
0.85,0.52,0.14,271.16,236.11
0.15,0.4,0.83,468.48,239.9
0.1,0.67,0.34,355.91,397.29
0.84,0.43,0.1,212.52,248.26
0.83,0.38,0.1,208.43,237.6
0.12,0.46,0.81,500.83,267.81
0.81,0.13,0.41,276.89,133.87
0.85,0.15,0.08,239.84,183.98
0.64,0.35,0.46,314.1,211.18
0.23,0.11,0.58,425.66,148.38
0.84,0.37,0.1,194.13,228.44
0.35,0.67,0.5,332.02,258.86
0.24,0.49,0.71,354.42,238.77
0.57,0.67,0.34,312.49,251.36
0.09,0.56,0.79,485.48,331.42
0.83,0.77,0.1,204.18,375.85
0.77,0.25,0.32,294.82,198.63
0.46,0.84,0.2,310.16,314.99
0.12,0.53,0.87,444.01,269.39
0.5,0.84,0.13,299.13,338.01
0.13,0.45,0.8,385.23,243.74
0.36,0.11,0.51,417.49,61.78
0.14,0.71,0.68,360.8,283.89
0.79,0.11,0.37,260.23,105.43
0.75,0.83,0.08,271.14,321.74
0.57,0.84,0.11,289.31,342.85
0.27,0.69,0.17,314.28,403.35
0.22,0.13,0.62,404.62,172.97
0.39,0.77,0.4,325.01,276.84
0.14,0.35,0.78,392.3,231.41
0.83,0.1,0.28,251.16,113.25
0.13,0.45,0.82,392.37,244.49
0.8,0.18,0.09,132.98,127.75
0.42,0.14,0.63,380.42,134.5
0.84,0.31,0.09,190.18,210.26
0.89,0.67,0.12,206.37,298.3
0.39,0.77,0.4,324.95,276.76
0.5,0.2,0.62,336.12,187.29
0.67,0.14,0.06,94.5,120.96
0.13,0.44,0.83,400.54,245.3
0.28,0.09,0.03,14.74,179.3
0.53,0.84,0.24,308.89,296.38
0.79,0.79,0.11,278,288.43
0.86,0.56,0.1,230.35,267.42
0.75,0.32,0.09,135.08,234.25
0.14,0.7,0.71,362.37,277.77
0.88,0.66,0.11,231.25,287.83
0.12,0.53,0.85,405.67,259.01
0.19,0.51,0.74,360.92,243.41
0.7,0.35,0.39,306.35,210.76
0.81,0.45,0.11,158.57,257.95
0.85,0.53,0.11,216.4,268.17
0.82,0.78,0.11,273.35,286.53
0.53,0.15,0.64,340.91,145.92
0.13,0.74,0.38,349.99,381.18
0.11,0.71,0.72,371.41,289.9
0.68,0.36,0.41,308.54,212.34
0.16,0.34,0.78,492.33,225.92
0.19,0.8,0.37,338.36,340.08
0.12,0.78,0.52,360.26,347.65
0.79,0.75,0.13,282.51,271.03
0.12,0.77,0.6,372.14,347.1
0.46,0.79,0.34,318.42,280.46
0.2,0.73,0.59,347.49,281.3
0.12,0.61,0.87,414,274.77
0.86,0.28,0.09,249.15,211.35
0.65,0.8,0.1,270.74,381.52
0.87,0.3,0.1,175.14,181.86
0.61,0.84,0.12,290.83,320.86
0.52,0.45,0.53,325.6,223.64
0.85,0.5,0.1,231.82,256.37
0.46,0.83,0.27,314.8,300.59
0.16,0.46,0.78,372.79,240.67
0.12,0.65,0.87,411.02,280.19
0.24,0.38,0.74,360.83,225.68
0.88,0.73,0.1,239.63,301.33
0.03,0.14,0.31,620.56,315.54
0.28,0.13,0.62,392.55,166.3
0.14,0.59,0.77,368.61,258.39
0.85,0.16,0.08,241.05,188.32
0.12,0.57,0.82,386.9,261.76
0.41,0.53,0.06,259.06,445.5
0.74,0.26,0.07,123.31,201.95
0.26,0.14,0.64,457.99,132.77
0.16,0.34,0.81,460.58,226.31
0.09,0.38,0.67,546.41,291.61
0.86,0.57,0.11,227.76,270.57
0.24,0.31,0.74,368.02,216.4
0.49,0.16,0.58,336.15,47.69
0.11,0.71,0.75,416.89,346.07
0.78,0.6,0.19,288.76,241.88
0.81,0.09,0.25,242.93,101.08
0.52,0.84,0.24,309.77,298.93
0.68,0.16,0.46,308.39,176.93
0.26,0.81,0.29,327.34,335.04
0.89,0.71,0.11,228.51,300.08
0.78,0.13,0.47,276.36,114.34
0.72,0.72,0.19,294.51,261.1
0.76,0.13,0.46,291.12,146.17
0.38,0.34,0.68,346.46,213
0.54,0.79,0.12,287.13,382.11
0.12,0.54,0.84,399.27,259.25
0.81,0.21,0.26,284.92,193.44
0.87,0.58,0.1,242.42,263.2
0.12,0.75,0.78,388.19,307.71
0.64,0.17,0.66,313.79,104.65
0.25,0.11,0.58,424.17,141.1
0.24,0.13,0.62,401.03,169.89
0.48,0.45,0.05,167.78,455.81
0.84,0.29,0.08,225.05,216.96
0.83,0.6,0.13,159.64,303.91
0.81,0.29,0.09,139.44,178.77
0.85,0.18,0.07,230.5,190.54
0.15,0.25,0.75,434.16,211.23
0.12,0.71,0.71,369.28,290.72
0.59,0.3,0.08,79.99,264.79
0.33,0.11,0.52,442.54,60.19
0.27,0.44,0.71,352.37,231.02
0.29,0.13,0.62,394.13,161.53
0.8,0.23,0.09,132.36,149.18
0.49,0.84,0.23,310.47,306.91
0.48,0.84,0.25,312.21,301.63
0.84,0.3,0.08,228.55,219.84
0.09,0.57,0.62,470.37,401.84
0.63,0.16,0.6,298.5,72.56
0.75,0.14,0.53,288.3,119.29
0.44,0.15,0.64,354.89,160.98
0.17,0.46,0.77,369.37,239.75
0.76,0.46,0.11,131.59,281.99
0.86,0.53,0.14,270.12,237.65
0.16,0.2,0.7,439.81,195.49
0.15,0.38,0.83,459.03,235.75
0.75,0.15,0.38,295.36,174.15
0.86,0.21,0.1,252.87,199.49
0.11,0.75,0.77,384.69,304.85
0.84,0.33,0.09,219.5,225.8
0.04,0.24,0.24,484.5,470.31
0.26,0.24,0.72,371.68,203.67
0.23,0.68,0.59,344.99,268.89
0.1,0.32,0.65,546.84,265.18
0.1,0.64,0.78,440.19,338.29
0.49,0.84,0.16,303.48,326.16
0.37,0.64,0.51,331.43,252.45
0.28,0.76,0.46,335.78,288.85
0.35,0.11,0.51,426.51,57.69
0.8,0.19,0.09,130.79,131.04
0.76,0.43,0.11,135.08,271.01
0.85,0.35,0.09,241.17,224.68
0.57,0.38,0.53,322.83,214.27
0.74,0.83,0.08,268.04,333.65
